order_id,order_datetime,address_raw,city,pincode,customer_id,past_failures,distance_km,time_slot,delivery_status,failure_reason,clean_text,area,landmark,parsed_pincode,address_confidence,latitude,longitude,geo_base_confidence,geo_confidence,area_risk_score,is_evening_or_night,hour_sin,hour_cos,is_weekend,area_success_rate,area_cluster,distance_bucket,label_failed
ORD00194,2026-03-28 09:35:00,opp school 5th cross marathahalli bengaluru,Bengaluru,,C1011,2,7.2,morning,delivered,,opposite school 5th cross marathahalli bengaluru,marathahalli,opposite school 5th cross,,0.8,12.9591,77.6974,0.88,0.78,0.26,0,0.7071067811865476,-0.7071067811865475,1,0.74,3,mid,0
ORD00195,2026-03-25 20:45:00,close to lake 12th cross whitefield bengaluru ???,Bengaluru,560000.0,C0630,0,18.7,night,delivered,,close to lake 12th cross whitefield bengaluru,whitefield,,,0.65,12.9698,77.7499,0.88,0.78,0.41,1,-0.866025403784439,0.49999999999999933,0,0.5900000000000001,3,far,0
ORD00196,2026-03-08 11:45:00,near temple 4th cross hsr layout bengaluru,Bengaluru,560102.0,C0174,4,19.5,morning,failed,pincode_mismatch,near temple 4th cross hsr layout bengaluru,hsr layout,near temple 4th cross,,0.8,12.9116,77.6474,0.88,0.78,0.28,0,0.258819045102521,-0.9659258262890682,1,0.72,4,far,1
ORD00197,2026-03-21 18:15:00,opp school 5th cross hsr layout bengaluru,Bengaluru,560102.0,C0669,0,11.8,evening,delivered,,opposite school 5th cross hsr layout bengaluru,hsr layout,opposite school 5th cross,,0.8,12.9116,77.6474,0.88,0.78,0.28,1,-1.0,-1.8369701987210297e-16,1,0.72,4,mid,0
ORD00198,2026-03-08 16:25:00,beside park 8th cross electronic city bengaluru,Bengaluru,560100.0,C0926,0,15.6,afternoon,delivered,,beside park 8th cross electronic city bengaluru,electronic city,beside park 8th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,0,-0.8660254037844385,-0.5000000000000004,1,0.63,2,far,0
ORD00199,2026-03-28 16:25:00,near temple 4th cross jayanagar bengaluru,Bengaluru,560011.0,C0729,0,14.0,afternoon,delivered,,near temple 4th cross jayanagar bengaluru,jayanagar,near temple 4th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,0,-0.8660254037844385,-0.5000000000000004,1,0.8200000000000001,3,far,0
ORD00200,2026-03-22 18:05:00,near metro 12th cross marathahalli bengaluru,Bengaluru,560037.0,C0249,2,4.3,evening,delivered,,near metro 12th cross marathahalli bengaluru,marathahalli,near metro 12th cross,,0.8,12.9591,77.6974,0.88,0.78,0.26,1,-1.0,-1.8369701987210297e-16,1,0.74,3,near,0
ORD00201,2026-03-05 09:15:00,near metro 5th cross btm layout,Bengaluru,,C0909,0,14.0,morning,failed,customer_unavailable,near metro 5th cross btm layout,btm layout,near metro 5th cross,,0.8,12.9166,77.6101,0.88,0.78,0.32,0,0.7071067811865476,-0.7071067811865475,0,0.6799999999999999,5,far,1
ORD00202,2026-03-02 13:05:00,beside park 1th cross hsr layout bengaluru,Bengaluru,560102.0,C0564,0,18.6,afternoon,delivered,,beside park 1th cross hsr layout bengaluru,hsr layout,beside park 1th cross,,0.8,12.9116,77.6474,0.88,0.78,0.28,0,-0.25881904510252035,-0.9659258262890684,0,0.72,4,far,0
ORD00203,2026-03-02 16:15:00,beside park 1th crs jayanagar blru,Bengaluru,560011.0,C1077,1,13.3,afternoon,delivered,,beside park 1th crs jayanagar blru,jayanagar,beside park 1th crs,,0.8,12.925,77.5938,0.88,0.78,0.18,0,-0.8660254037844385,-0.5000000000000004,0,0.8200000000000001,3,far,0
ORD00204,2026-03-26 20:45:00,near metro 9th cross whitefield bengaluru ???,Bengaluru,560066.0,C0061,2,7.8,night,delivered,,near metro 9th cross whitefield bengaluru,whitefield,near metro 9th cross,,0.8,12.9698,77.7499,0.88,0.78,0.41,1,-0.866025403784439,0.49999999999999933,0,0.5900000000000001,3,mid,0
ORD00205,2026-03-17 09:35:00,opp school 5th cross jayanagar bengaluru,Bengaluru,560011.0,C0450,1,5.4,morning,delivered,,opposite school 5th cross jayanagar bengaluru,jayanagar,opposite school 5th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,0,0.7071067811865476,-0.7071067811865475,0,0.8200000000000001,3,near,0
ORD00206,2026-03-27 16:25:00,behind mall 10th crs bellandur blru,Bengaluru,560103.0,C1154,0,5.5,afternoon,delivered,,behind mall 10th crs bellandur blru,bellandur,behind mall 10th crs,,0.8,12.9352,77.676,0.88,0.78,0.3,0,-0.8660254037844385,-0.5000000000000004,0,0.7,3,near,0
ORD00207,2026-03-10 16:45:00,beside park 1th cross whitefield bengaluru,Bengaluru,,C0364,0,2.1,afternoon,delivered,,beside park 1th cross whitefield bengaluru,whitefield,beside park 1th cross,,0.8,12.9698,77.7499,0.88,0.78,0.41,0,-0.8660254037844385,-0.5000000000000004,0,0.5900000000000001,3,very_near,0
ORD00208,2026-03-05 09:05:00,near temple 6th cross electronic city bengaluru,Bengaluru,560100.0,C0661,3,15.7,morning,delivered,,near temple 6th cross electronic city bengaluru,electronic city,near temple 6th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,0,0.7071067811865476,-0.7071067811865475,0,0.63,2,far,0
ORD00209,2026-03-14 11:55:00,close to lake 10th cross indiranagar bengaluru,Bengaluru,560038.0,C0629,4,13.3,morning,failed,rescheduled,close to lake 10th cross indiranagar bengaluru,indiranagar,,,0.65,12.9719,77.6412,0.88,0.78,0.2,0,0.258819045102521,-0.9659258262890682,1,0.8,4,far,1
ORD00210,2026-03-01 11:55:00,near temple 3th cross indiranagar bengaluru,Bengaluru,560038.0,C1159,3,8.4,morning,delivered,,near temple 3th cross indiranagar bengaluru,indiranagar,near temple 3th cross,,0.8,12.9719,77.6412,0.88,0.78,0.2,0,0.258819045102521,-0.9659258262890682,1,0.8,4,mid,0
ORD00211,2026-03-11 16:15:00,near temple 12th cross hsr layout bengaluru,Bengaluru,560102.0,C0430,0,19.7,afternoon,failed,customer_unavailable,near temple 12th cross hsr layout bengaluru,hsr layout,near temple 12th cross,,0.8,12.9116,77.6474,0.88,0.78,0.28,0,-0.8660254037844385,-0.5000000000000004,0,0.72,4,far,1
ORD00212,2026-03-26 13:25:00,beside park 8th cross hsr layout bengaluru,Bengaluru,560102.0,C1184,0,8.3,afternoon,delivered,,beside park 8th cross hsr layout bengaluru,hsr layout,beside park 8th cross,,0.8,12.9116,77.6474,0.88,0.78,0.28,0,-0.25881904510252035,-0.9659258262890684,0,0.72,4,mid,0
ORD00213,2026-03-03 11:35:00,behind mall 3th cross whitefield bengaluru,Bengaluru,560066.0,C0191,0,1.4,morning,delivered,,behind mall 3th cross whitefield bengaluru,whitefield,behind mall 3th cross,,0.8,12.9698,77.7499,0.88,0.78,0.41,0,0.258819045102521,-0.9659258262890682,0,0.5900000000000001,3,very_near,0
ORD00214,2026-03-16 18:45:00,near temple 2th cross electronic city bengaluru,Bengaluru,560100.0,C1107,1,13.4,evening,delivered,,near temple 2th cross electronic city bengaluru,electronic city,near temple 2th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,1,-1.0,-1.8369701987210297e-16,0,0.63,2,far,0
ORD00215,2026-03-10 20:25:00,behind mall 1th cross jayanagar bengaluru,Bengaluru,560011.0,C0409,0,11.9,night,delivered,,behind mall 1th cross jayanagar bengaluru,jayanagar,behind mall 1th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,1,-0.866025403784439,0.49999999999999933,0,0.8200000000000001,3,mid,0
ORD00216,2026-03-06 09:15:00,beside park 8th cross hsr layout bengaluru,Bengaluru,560102.0,C0760,4,10.0,morning,delivered,,beside park 8th cross hsr layout bengaluru,hsr layout,beside park 8th cross,,0.8,12.9116,77.6474,0.88,0.78,0.28,0,0.7071067811865476,-0.7071067811865475,0,0.72,4,mid,0
ORD00217,2026-03-15 13:15:00,close to lake 11th crs marathahalli blru,Bengaluru,,C0466,1,5.3,night,delivered,,close to lake 11th crs marathahalli blru,marathahalli,,,0.65,12.9591,77.6974,0.88,0.78,0.26,1,-0.25881904510252035,-0.9659258262890684,1,0.74,3,near,0
ORD00218,2026-03-27 09:35:00,opp school 8th cross kengeri bengaluru,Bengaluru,560060.0,C1170,4,14.1,morning,failed,pincode_mismatch,opposite school 8th cross kengeri bengaluru,kengeri,opposite school 8th cross,,0.8,12.9066,77.4833,0.88,0.78,0.46,0,0.7071067811865476,-0.7071067811865475,0,0.54,1,far,1
ORD00219,2026-03-05 20:45:00,opp school 3th crs bellandur,Bengaluru,560103.0,C0303,2,4.3,night,failed,pincode_mismatch,opposite school 3th crs bellandur,bellandur,opposite school 3th crs,,0.8,12.9352,77.676,0.88,0.78,0.3,1,-0.866025403784439,0.49999999999999933,0,0.7,3,near,1
ORD00220,2026-03-26 13:55:00,near temple 12th cross jayanagar bengaluru,Bengaluru,560011.0,C0304,1,11.5,night,delivered,,near temple 12th cross jayanagar bengaluru,jayanagar,near temple 12th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,1,-0.25881904510252035,-0.9659258262890684,0,0.8200000000000001,3,mid,0
ORD00221,2026-03-25 18:45:00,near metro 6th cross bellandur bengaluru,Bengaluru,560103.0,C0969,0,3.0,evening,delivered,,near metro 6th cross bellandur bengaluru,bellandur,near metro 6th cross,,0.8,12.9352,77.676,0.88,0.78,0.3,1,-1.0,-1.8369701987210297e-16,0,0.7,3,very_near,0
ORD00222,2026-03-13 11:25:00,behind mall 12th cross btm layout bengaluru,Bengaluru,560000.0,C0042,1,14.2,morning,delivered,,behind mall 12th cross btm layout bengaluru,btm layout,behind mall 12th cross,,0.8,12.9166,77.6101,0.88,0.78,0.32,0,0.258819045102521,-0.9659258262890682,0,0.6799999999999999,5,far,0
ORD00223,2026-03-09 13:25:00,behind mall 12th cross electronic city bengaluru,Bengaluru,560100.0,C0183,2,14.0,afternoon,delivered,,behind mall 12th cross electronic city bengaluru,electronic city,behind mall 12th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,0,-0.25881904510252035,-0.9659258262890684,0,0.63,2,far,0
ORD00224,2026-03-27 16:15:00,opp school 2th cross whitefield bengaluru,Bengaluru,,C1165,1,10.8,afternoon,delivered,,opposite school 2th cross whitefield bengaluru,whitefield,opposite school 2th cross,,0.8,12.9698,77.7499,0.88,0.78,0.41,0,-0.8660254037844385,-0.5000000000000004,0,0.5900000000000001,3,mid,0
ORD00225,2026-03-27 11:15:00,opp school 5th cross btm layout bengaluru,Bengaluru,560000.0,C0063,0,1.6,morning,delivered,,opposite school 5th cross btm layout bengaluru,btm layout,opposite school 5th cross,,0.8,12.9166,77.6101,0.88,0.78,0.32,0,0.258819045102521,-0.9659258262890682,0,0.6799999999999999,5,very_near,0
ORD00226,2026-03-20 13:35:00,behind mall 12th cross whitefield bengaluru ???,Bengaluru,560066.0,C1172,4,10.0,afternoon,failed,customer_unavailable,behind mall 12th cross whitefield bengaluru,whitefield,behind mall 12th cross,,0.8,12.9698,77.7499,0.88,0.78,0.41,0,-0.25881904510252035,-0.9659258262890684,0,0.5900000000000001,3,mid,1
ORD00227,2026-03-22 20:15:00,close to lake 1th cross whitefield bengaluru,Bengaluru,560066.0,C0459,1,10.8,night,delivered,,close to lake 1th cross whitefield bengaluru,whitefield,,,0.65,12.9698,77.7499,0.88,0.78,0.41,1,-0.866025403784439,0.49999999999999933,1,0.5900000000000001,3,mid,0
ORD00228,2026-03-23 18:25:00,behind mall 4th cross jayanagar bengaluru,Bengaluru,560011.0,C0210,1,9.1,evening,delivered,,behind mall 4th cross jayanagar bengaluru,jayanagar,behind mall 4th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,1,-1.0,-1.8369701987210297e-16,0,0.8200000000000001,3,mid,0
ORD00229,2026-03-27 18:55:00,beside park 2th cross btm layout bengaluru,Bengaluru,560076.0,C0612,1,12.3,evening,delivered,,beside park 2th cross btm layout bengaluru,btm layout,beside park 2th cross,,0.8,12.9166,77.6101,0.88,0.78,0.32,1,-1.0,-1.8369701987210297e-16,0,0.6799999999999999,5,far,0
ORD00230,2026-03-25 11:45:00,behind mall 11th crs whitefield,Bengaluru,560066.0,C0858,0,17.3,morning,delivered,,behind mall 11th crs whitefield,whitefield,behind mall 11th crs,,0.8,12.9698,77.7499,0.88,0.78,0.41,0,0.258819045102521,-0.9659258262890682,0,0.5900000000000001,3,far,0
ORD00231,2026-03-02 16:55:00,close to lake 9th cross marathahalli bengaluru,Bengaluru,560037.0,C0615,4,16.5,afternoon,delivered,,close to lake 9th cross marathahalli bengaluru,marathahalli,,,0.65,12.9591,77.6974,0.88,0.78,0.26,0,-0.8660254037844385,-0.5000000000000004,0,0.74,3,far,0
ORD00232,2026-03-06 20:45:00,opp school 11th cross indiranagar bengaluru,Bengaluru,560038.0,C0629,1,15.1,night,failed,out_of_zone,opposite school 11th cross indiranagar bengaluru,indiranagar,opposite school 11th cross,,0.8,12.9719,77.6412,0.88,0.78,0.2,1,-0.866025403784439,0.49999999999999933,0,0.8,4,far,1
ORD00233,2026-03-19 13:25:00,near metro 2th cross electronic city bengaluru,Bengaluru,560100.0,C1086,2,9.9,afternoon,delivered,,near metro 2th cross electronic city bengaluru,electronic city,near metro 2th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,0,-0.25881904510252035,-0.9659258262890684,0,0.63,2,mid,0
ORD00234,2026-03-28 16:05:00,beside park 3th cross jayanagar bengaluru,Bengaluru,560011.0,C0363,0,4.8,afternoon,delivered,,beside park 3th cross jayanagar bengaluru,jayanagar,beside park 3th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,0,-0.8660254037844385,-0.5000000000000004,1,0.8200000000000001,3,near,0
ORD00235,2026-03-01 20:05:00,near temple 3th cross electronic city bengaluru,Bengaluru,560100.0,C0786,0,15.7,night,delivered,,near temple 3th cross electronic city bengaluru,electronic city,near temple 3th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,1,-0.866025403784439,0.49999999999999933,1,0.63,2,far,0
ORD00236,2026-03-07 09:45:00,near temple 11th crs btm layout blru,Bengaluru,560076.0,C0640,4,17.9,morning,delivered,,near temple 11th crs btm layout blru,btm layout,near temple 11th crs,,0.8,12.9166,77.6101,0.88,0.78,0.32,0,0.7071067811865476,-0.7071067811865475,1,0.6799999999999999,5,far,0
ORD00237,2026-03-17 09:35:00,close to lake 9th cross indiranagar bengaluru,Bengaluru,560038.0,C0702,0,16.7,morning,delivered,,close to lake 9th cross indiranagar bengaluru,indiranagar,,,0.65,12.9719,77.6412,0.88,0.78,0.2,0,0.7071067811865476,-0.7071067811865475,0,0.8,4,far,0
ORD00238,2026-03-06 13:15:00,opp school 4th cross jp nagar bengaluru,Bengaluru,560078.0,C0077,3,8.7,afternoon,delivered,,opposite school 4th cross jp nagar bengaluru,jp nagar,opposite school 4th cross,,0.8,12.9077,77.5852,0.88,0.78,0.35,0,-0.25881904510252035,-0.9659258262890684,0,0.65,0,mid,0
ORD00239,2026-03-25 20:25:00,near temple 1th cross marathahalli bengaluru,Bengaluru,560037.0,C0972,0,19.9,night,delivered,,near temple 1th cross marathahalli bengaluru,marathahalli,near temple 1th cross,,0.8,12.9591,77.6974,0.88,0.78,0.26,1,-0.866025403784439,0.49999999999999933,0,0.74,3,far,0
ORD00240,2026-03-22 11:55:00,near metro 12th crs indiranagar blru,Bengaluru,560038.0,C0242,0,13.6,morning,delivered,,near metro 12th crs indiranagar blru,indiranagar,near metro 12th crs,,0.8,12.9719,77.6412,0.88,0.78,0.2,0,0.258819045102521,-0.9659258262890682,1,0.8,4,far,0
ORD00241,2026-03-16 09:05:00,close to lake 7th cross jayanagar,Bengaluru,560011.0,C0985,0,6.0,morning,delivered,,close to lake 7th cross jayanagar,jayanagar,,,0.65,12.925,77.5938,0.88,0.78,0.18,0,0.7071067811865476,-0.7071067811865475,0,0.8200000000000001,3,near,0
ORD00242,2026-03-01 11:05:00,near temple 9th crs electronic city blru,Bengaluru,560100.0,C0936,3,16.9,morning,delivered,,near temple 9th crs electronic city blru,electronic city,near temple 9th crs,,0.8,12.8452,77.6602,0.88,0.78,0.37,0,0.258819045102521,-0.9659258262890682,1,0.63,2,far,0
ORD00243,2026-03-02 13:35:00,beside park 12th crs jayanagar blru,Bengaluru,560011.0,C0284,3,17.2,afternoon,failed,customer_unavailable,beside park 12th crs jayanagar blru,jayanagar,beside park 12th crs,,0.8,12.925,77.5938,0.88,0.78,0.18,0,-0.25881904510252035,-0.9659258262890684,0,0.8200000000000001,3,far,1
ORD00244,2026-03-20 13:35:00,beside park 8th cross electronic city bengaluru,Bengaluru,560100.0,C0342,2,8.1,afternoon,delivered,,beside park 8th cross electronic city bengaluru,electronic city,beside park 8th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,0,-0.25881904510252035,-0.9659258262890684,0,0.63,2,mid,0
ORD00245,2026-03-24 11:55:00,beside park 3th cross hsr layout bengaluru,Bengaluru,560102.0,C0268,0,18.3,afternoon,delivered,,beside park 3th cross hsr layout bengaluru,hsr layout,beside park 3th cross,,0.8,12.9116,77.6474,0.88,0.78,0.28,0,0.258819045102521,-0.9659258262890682,0,0.72,4,far,0
ORD00246,2026-03-14 16:05:00,near metro 12th cross jp nagar bengaluru,Bengaluru,560000.0,C0693,0,13.4,afternoon,delivered,,near metro 12th cross jp nagar bengaluru,jp nagar,near metro 12th cross,,0.8,12.9077,77.5852,0.88,0.78,0.35,0,-0.8660254037844385,-0.5000000000000004,1,0.65,0,far,0
ORD00247,2026-03-23 18:55:00,close to lake 7th crs kengeri blru,Bengaluru,560060.0,C0024,1,14.8,evening,delivered,,close to lake 7th crs kengeri blru,kengeri,,,0.65,12.9066,77.4833,0.88,0.78,0.46,1,-1.0,-1.8369701987210297e-16,0,0.54,1,far,0
ORD00248,2026-03-28 18:35:00,behind mall 1th cross indiranagar bengaluru,Bengaluru,560038.0,C0162,0,15.3,evening,delivered,,behind mall 1th cross indiranagar bengaluru,indiranagar,behind mall 1th cross,,0.8,12.9719,77.6412,0.88,0.78,0.2,1,-1.0,-1.8369701987210297e-16,1,0.8,4,far,0
ORD00249,2026-03-15 16:45:00,near temple 7th cross jp nagar bengaluru ???,Bengaluru,560078.0,C0624,1,3.3,night,failed,pincode_mismatch,near temple 7th cross jp nagar bengaluru,jp nagar,near temple 7th cross,,0.8,12.9077,77.5852,0.88,0.78,0.35,1,-0.8660254037844385,-0.5000000000000004,1,0.65,0,near,1
ORD00250,2026-03-22 11:55:00,behind mall 9th cross kengeri bengaluru,Bengaluru,560060.0,C0927,0,16.7,morning,delivered,,behind mall 9th cross kengeri bengaluru,kengeri,behind mall 9th cross,,0.8,12.9066,77.4833,0.88,0.78,0.46,0,0.258819045102521,-0.9659258262890682,1,0.54,1,far,0
ORD00251,2026-03-08 09:55:00,close to lake 2th crs hsr layout blru,Bengaluru,560102.0,C0839,2,19.3,evening,delivered,,close to lake 2th crs hsr layout blru,hsr layout,,,0.65,12.9116,77.6474,0.88,0.78,0.28,1,0.7071067811865476,-0.7071067811865475,1,0.72,4,far,0
ORD00252,2026-03-07 13:45:00,close to lake 6th crs hsr layout blru,Bengaluru,560102.0,C0253,3,8.5,afternoon,delivered,,close to lake 6th crs hsr layout blru,hsr layout,,,0.65,12.9116,77.6474,0.88,0.78,0.28,0,-0.25881904510252035,-0.9659258262890684,1,0.72,4,mid,0
ORD00253,2026-03-19 16:55:00,beside park 10th cross jp nagar bengaluru,Bengaluru,,C1185,0,10.5,afternoon,failed,customer_unavailable,beside park 10th cross jp nagar bengaluru,jp nagar,beside park 10th cross,,0.8,12.9077,77.5852,0.88,0.78,0.35,0,-0.8660254037844385,-0.5000000000000004,0,0.65,0,mid,1
ORD00254,2026-03-22 09:35:00,close to lake 4th cross indiranagar bengaluru,Bengaluru,560038.0,C0274,3,10.6,morning,delivered,,close to lake 4th cross indiranagar bengaluru,indiranagar,,,0.65,12.9719,77.6412,0.88,0.78,0.2,0,0.7071067811865476,-0.7071067811865475,1,0.8,4,mid,0
ORD00255,2026-03-23 16:45:00,close to lake 9th cross indiranagar bengaluru,Bengaluru,560038.0,C0708,1,17.0,afternoon,delivered,,close to lake 9th cross indiranagar bengaluru,indiranagar,,,0.65,12.9719,77.6412,0.88,0.78,0.2,0,-0.8660254037844385,-0.5000000000000004,0,0.8,4,far,0
ORD00256,2026-03-06 20:55:00,beside park 10th cross indiranagar bengaluru,Bengaluru,560038.0,C1094,2,7.1,night,delivered,,beside park 10th cross indiranagar bengaluru,indiranagar,beside park 10th cross,,0.8,12.9719,77.6412,0.88,0.78,0.2,1,-0.866025403784439,0.49999999999999933,0,0.8,4,mid,0
ORD00257,2026-03-17 16:05:00,opp school 5th cross jayanagar bengaluru,Bengaluru,560000.0,C0418,0,2.0,afternoon,delivered,,opposite school 5th cross jayanagar bengaluru,jayanagar,opposite school 5th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,0,-0.8660254037844385,-0.5000000000000004,0,0.8200000000000001,3,very_near,0
ORD00258,2026-03-27 09:25:00,close to lake 9th cross kengeri bengaluru,Bengaluru,560060.0,C0097,1,13.8,morning,delivered,,close to lake 9th cross kengeri bengaluru,kengeri,,,0.65,12.9066,77.4833,0.88,0.78,0.46,0,0.7071067811865476,-0.7071067811865475,0,0.54,1,far,0
ORD00259,2026-03-26 16:35:00,near metro 8th cross marathahalli bengaluru,Bengaluru,560000.0,C1120,0,11.5,afternoon,delivered,,near metro 8th cross marathahalli bengaluru,marathahalli,near metro 8th cross,,0.8,12.9591,77.6974,0.88,0.78,0.26,0,-0.8660254037844385,-0.5000000000000004,0,0.74,3,mid,0
ORD00260,2026-03-07 11:55:00,near metro 2th cross bellandur bengaluru,Bengaluru,560103.0,C1197,0,14.0,morning,failed,rescheduled,near metro 2th cross bellandur bengaluru,bellandur,near metro 2th cross,,0.8,12.9352,77.676,0.88,0.78,0.3,0,0.258819045102521,-0.9659258262890682,1,0.7,3,far,1
ORD00261,2026-03-23 13:35:00,close to lake 10th cross btm layout bengaluru,Bengaluru,560076.0,C0150,0,18.6,afternoon,delivered,,close to lake 10th cross btm layout bengaluru,btm layout,,,0.65,12.9166,77.6101,0.88,0.78,0.32,0,-0.25881904510252035,-0.9659258262890684,0,0.6799999999999999,5,far,0
ORD00262,2026-03-06 18:15:00,behind mall 4th cross electronic city bengaluru,Bengaluru,560100.0,C1087,2,4.0,evening,delivered,,behind mall 4th cross electronic city bengaluru,electronic city,behind mall 4th cross,,0.8,12.8452,77.6602,0.88,0.78,0.37,1,-1.0,-1.8369701987210297e-16,0,0.63,2,near,0
ORD00263,2026-03-01 18:55:00,opp school 1th cross jp nagar bengaluru,Bengaluru,560078.0,C0791,0,5.6,evening,delivered,,opposite school 1th cross jp nagar bengaluru,jp nagar,opposite school 1th cross,,0.8,12.9077,77.5852,0.88,0.78,0.35,1,-1.0,-1.8369701987210297e-16,1,0.65,0,near,0
ORD00264,2026-03-10 18:55:00,close to lake 4th cross jayanagar bengaluru,Bengaluru,560011.0,C1102,1,10.7,evening,delivered,,close to lake 4th cross jayanagar bengaluru,jayanagar,,,0.65,12.925,77.5938,0.88,0.78,0.18,1,-1.0,-1.8369701987210297e-16,0,0.8200000000000001,3,mid,0
ORD00265,2026-03-03 09:55:00,opp school 9th cross kengeri bengaluru,Bengaluru,560060.0,C0148,1,5.1,morning,delivered,,opposite school 9th cross kengeri bengaluru,kengeri,opposite school 9th cross,,0.8,12.9066,77.4833,0.88,0.78,0.46,0,0.7071067811865476,-0.7071067811865475,0,0.54,1,near,0
ORD00266,2026-03-23 09:35:00,near metro 4th cross indiranagar bengaluru,Bengaluru,560038.0,C0648,0,2.0,morning,delivered,,near metro 4th cross indiranagar bengaluru,indiranagar,near metro 4th cross,,0.8,12.9719,77.6412,0.88,0.78,0.2,0,0.7071067811865476,-0.7071067811865475,0,0.8,4,very_near,0
ORD00267,2026-03-04 16:55:00,close to lake 2th cross btm layout bengaluru,Bengaluru,560076.0,C0178,1,12.7,afternoon,delivered,,close to lake 2th cross btm layout bengaluru,btm layout,,,0.65,12.9166,77.6101,0.88,0.78,0.32,0,-0.8660254037844385,-0.5000000000000004,0,0.6799999999999999,5,far,0
ORD00268,2026-03-13 16:35:00,near metro 5th cross jayanagar bengaluru,Bengaluru,560011.0,C0765,0,4.0,afternoon,delivered,,near metro 5th cross jayanagar bengaluru,jayanagar,near metro 5th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,0,-0.8660254037844385,-0.5000000000000004,0,0.8200000000000001,3,near,0
ORD00269,2026-03-05 18:45:00,behind mall 4th cross btm layout bengaluru,Bengaluru,560076.0,C1050,0,12.3,evening,delivered,,behind mall 4th cross btm layout bengaluru,btm layout,behind mall 4th cross,,0.8,12.9166,77.6101,0.88,0.78,0.32,1,-1.0,-1.8369701987210297e-16,0,0.6799999999999999,5,far,0
ORD00270,2026-03-08 11:15:00,near temple 9th cross indiranagar bengaluru,Bengaluru,560038.0,C0202,0,3.2,morning,failed,customer_unavailable,near temple 9th cross indiranagar bengaluru,indiranagar,near temple 9th cross,,0.8,12.9719,77.6412,0.88,0.78,0.2,0,0.258819045102521,-0.9659258262890682,1,0.8,4,near,1
ORD00271,2026-03-12 16:25:00,behind mall 8th cross bellandur bengaluru,Bengaluru,560103.0,C1159,1,2.9,afternoon,delivered,,behind mall 8th cross bellandur bengaluru,bellandur,behind mall 8th cross,,0.8,12.9352,77.676,0.88,0.78,0.3,0,-0.8660254037844385,-0.5000000000000004,0,0.7,3,very_near,0
ORD00272,2026-03-14 13:25:00,behind mall 6th crs bellandur blru,Bengaluru,560103.0,C0735,0,15.9,afternoon,delivered,,behind mall 6th crs bellandur blru,bellandur,behind mall 6th crs,,0.8,12.9352,77.676,0.88,0.78,0.3,0,-0.25881904510252035,-0.9659258262890684,1,0.7,3,far,0
ORD00273,2026-03-04 16:45:00,near metro 4th cross jayanagar bengaluru,Bengaluru,560011.0,C0039,1,17.0,afternoon,failed,pincode_mismatch,near metro 4th cross jayanagar bengaluru,jayanagar,near metro 4th cross,,0.8,12.925,77.5938,0.88,0.78,0.18,0,-0.8660254037844385,-0.5000000000000004,0,0.8200000000000001,3,far,1
ORD00274,2026-03-13 18:45:00,near metro 8th cross btm layout bengaluru,Bengaluru,560076.0,C0596,0,1.7,evening,delivered,,near metro 8th cross btm layout bengaluru,btm layout,near metro 8th cross,,0.8,12.9166,77.6101,0.88,0.78,0.32,1,-1.0,-1.8369701987210297e-16,0,0.6799999999999999,5,very_near,0
ORD00275,2026-03-17 16:45:00,near metro 11th cross indiranagar bengaluru,Bengaluru,560038.0,C1159,1,13.6,evening,failed,customer_unavailable,near metro 11th cross indiranagar bengaluru,indiranagar,near metro 11th cross,,0.8,12.9719,77.6412,0.88,0.78,0.2,1,-0.8660254037844385,-0.5000000000000004,0,0.8,4,far,1
ORD00276,2026-03-08 13:05:00,near metro 6th cross jp nagar bengaluru,Bengaluru,560078.0,C0664,0,6.0,afternoon,failed,wrong_address,near metro 6th cross jp nagar bengaluru,jp nagar,near metro 6th cross,,0.8,12.9077,77.5852,0.88,0.78,0.35,0,-0.25881904510252035,-0.9659258262890684,1,0.65,0,near,1
ORD00277,2026-03-27 20:25:00,near metro 11th cross kengeri,Bengaluru,560060.0,C0457,1,11.8,night,delivered,,near metro 11th cross kengeri,kengeri,near metro 11th cross,,0.8,12.9066,77.4833,0.88,0.78,0.46,1,-0.866025403784439,0.49999999999999933,0,0.54,1,mid,0
ORD00278,2026-03-27 16:25:00,opp school 8th cross kengeri,Bengaluru,560060.0,C0383,1,10.2,afternoon,delivered,,opposite school 8th cross kengeri,kengeri,opposite school 8th cross,,0.8,12.9066,77.4833,0.88,0.78,0.46,0,-0.8660254037844385,-0.5000000000000004,0,0.54,1,mid,0
